151,F4,2,1
152,F5,2,1
153,F6,2,1
154,F7,2,1
155,G1,2,1
156,G2,2,1
157,G3,2,1
158,G4,2,1
159,G5,2,1
160,G6,2,1
161,G7,2,1
162,H1,2,1
163,H2,2,1
164,H3,2,1
165,H4,2,1
166,H5,2,1
167,H6,2,1
168,H7,2,1
169,P7,2,1
170,A1,3,1
171,A2,3,1
172,A3,3,1
173,A4,3,1
174,A5,3,1
175,A6,3,1
176,A7,3,1
177,B1,3,1
178,B2,3,1
179,B3,3,1
180,B4,3,1
181,B5,3,1
182,B6,3,1
183,B7,3,1
184,C1,3,1
185,C2,3,1
186,C3,3,1
187,C4,3,1
188,C5,3,1
189,C6,3,1
190,C7,3,1
191,D1,3,1
192,D2,3,1
193,D3,3,1
194,D4,3,1
195,D5,3,1
196,D6,3,1
197,D7,3,1
198,E1,3,1
199,E2,3,1
200,E3,3,1
201,E4,3,1
202,E5,3,1
203,E6,3,1
204,E7,3,1
205,F1,3,1
206,F2,3,1
207,F3,3,1
208,F4,3,1
209,F5,3,1
210,F6,3,1
211,F7,3,1
212,G1,3,1
213,G2,3,1
214,G3,3,1
215,G4,3,1
216,G5,3,1
217,G6,3,1
218,G7,3,1
219,H1,3,1
220,H2,3,1
221,H3,3,1
222,H4,3,1
223,H5,3,1
224,H6,3,1
225,H7,3,1
226,P7,3,1
227,A1,4,1
228,A2,4,1
229,A3,4,1
230,A4,4,1
231,A5,4,1
232,A6,4,1
233,A7,4,1
234,B1,4,1
235,B2,4,1
236,B3,4,1
237,B4,4,1
238,B5,4,1
239,B6,4,1
240,B7,4,1
241,C1,4,1
242,C2,4,1
243,C3,4,1
244,C4,4,1
245,C5,4,1
246,C6,4,1
247,C7,4,1
248,D1,4,1
249,D2,4,1
250,D3,4,1
251,D4,4,1
252,D5,4,1
253,D6,4,1
254,D7,4,1
255,E1,4,1
256,E2,4,1
257,E3,4,1
258,E4,4,1
259,E5,4,1
260,E6,4,1
261,E7,4,1
262,F1,4,1
263,F2,4,1
264,F3,4,1
265,F4,4,1
266,F5,4,1
267,F6,4,1
268,F7,4,1
269,G1,4,1
270,G2,4,1
271,G3,4,1
272,G4,4,1
273,G5,4,1
274,G6,4,1
275,G7,4,1
276,H1,4,1
277,H2,4,1
278,H3,4,1
279,H4,4,1
280,H5,4,1
281,H6,4,1
282,H7,4,1
283,P7,4,1
284,A1,5,1
285,A2,5,1
286,A3,5,1
287,A4,5,1
288,A5,5,1
289,A6,5,1
290,A7,5,1
291,B1,5,1
292,B2,5,1
293,B3,5,1
294,B4,5,1
295,B5,5,1
296,B6,5,1
297,B7,5,1
298,C1,5,1
299,C2,5,1
300,C3,5,1
301,C4,5,1
302,C5,5,1
303,C6,5,1
304,C7,5,1
305,D1,5,1
306,D2,5,1
307,D3,5,1
308,D4,5,1
309,D5,5,1
310,D6,5,1
311,D7,5,1
312,E1,5,1
313,E2,5,1
314,E3,5,1
315,E4,5,1
316,E5,5,1
317,E6,5,1
318,E7,5,1
319,F1,5,1
320,F2,5,1
321,F3,5,1
322,F4,5,1
323,F5,5,1
324,F6,5,1
325,F7,5,1
326,G1,5,1
327,G2,5,1
328,G3,5,1
329,G4,5,1
330,G5,5,1
331,G6,5,1
332,G7,5,1
333,H1,5,1
334,H2,5,1
335,H3,5,1
336,H4,5,1
337,H5,5,1
338,H6,5,1
339,H7,5,1
340,P7,5,1
